book_page_url,isbn,title,subtitle,cover_image,publisher,pub_date,author_primary,author_secondary,awards,book_description,spec_all,category_all
,,"Je trace, j'efface (Broché)",,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/1/4/0/9/5/9781409560586FS.gif,"[""Usborne"", ""Je trace, j'efface""]",Paru le : 22/08/2013,Stacey Lamb,Renée Chaspoul (Traducteur),,"Un livre plein de couleurs, pour apprendre aux jeunes enfants à manipuler le crayon.","Date de parution : 22/08/2013 Editeur : Usborne Collection : Je trace, j'efface ISBN : 1-4095-6058-6 EAN : 9781409560586 Présentation : Broché Nb. de pages : 38 pages Poids : 0,293 Kg Dimensions : 21,6 cm × 27,6 cm × 2,2 cm","Livres > Jeunesse > Jeux, loisirs & activités > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres > Jeunesse > Jeux, loisirs & activités > Jeux pour enfants > Livres-jeux > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres > Loisirs, nature & voyages > Sports & jeux > Jeux pour enfants > Livres-jeux >"
,,Contes de fées (Relié),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/1/4/0/9/5/9781409577188FS.gif,Usborne,Paru le : 25/09/2014,"Rosie Dickins, Nathalie Ragondet","Nathalie Chaput (Traducteur), Renée Chaspoul (Rédacteur (rédigé par)), Collectif",,"Tourne les pages du livre et plonge dans un monde rempli de marraines fées, de chats qui parlent, de lutins serviables et de fins heureuses... Ce charmant recueil de contes de fées classiques prend vie grâce à de très jolies illustrations.","Date de parution : 25/09/2014 Editeur : Usborne ISBN : 1-4095-7718-8 EAN : 9781409577188 Présentation : Relié Nb. de pages : 96 pages Poids : 0,443 Kg Dimensions : 17,7 cm × 22,4 cm × 1,7 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Contes de toujours >
,,Journal de Stefan Tome 4 (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/0/9782012028067FS.gif,"[""Hachette"", ""Black Moon""]",Paru le : 09/05/2012,"Kevin Williamson, Julie Plec, L-J Smith",Aude Lemoine (Traducteur),,"Angleterre, 1888. En s’installant dans la paisible campagne anglaise, Stefan Salvatore pensait avoir échappé à son passé sanglant. Mais bientôt à Londres une rumeur court sur un mystérieux meurtrier sanguinaire : Jack l’Éventreur. Impliqué dans l’enquête, Stefan est convaincu qu’il s’agit plutôt de l’œuvre d’un vampire. Plus il avance dans ses recherches et plus il a le sentiment que le véritable responsable de ces crimes effroyables est quelqu’un qu’il ne connaît que trop bien : son frère Damon.","Date de parution : 09/05/2012 Editeur : Hachette Collection : Black Moon ISBN : 978-2-01-202806-7 EAN : 9782012028067 Présentation : Broché Nb. de pages : 260 pages Poids : 0,315 Kg Dimensions : 13,5 cm × 21,5 cm × 2,3 cm",Livres > Jeunesse > Boutiques éditeurs > Collection Blackmoon > Bit-lit > Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Paranomal Glam' > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Hachette Jeunesse >
,,Journal de Stefan Tome 5 (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/0/9782012028593FS.gif,"[""Hachette"", ""Black Moon""]",Paru le : 15/08/2012,"L-J Smith, Kevin Williamson, Julie Plec",Aude Lemoine (Traducteur),,"Pensant pouvoir prendre un nouveau départ, Stefan et Damon ont quitté l'Amérique pour s'intaller en Europe, où personne ne les connaît. Mais très vite ils ont été remarqués par Samuel, un vampire aussi riche que fourbe, qui a de grandes et cruelles ambitions pour eux. Unis contre cet ennemi commun qu'ils veulent détruire à tout prix, Stefan et Damon découvrent avec horreur que la haine de Samuel à leur égard a un rapport direct avec leur passé. Avec Katherine. La fragile alliance des deux frères, toujours hantés par le souvenir de celle qu'ils ont tous deux aimée, est mise à rude épreuve. Stefan et Damon parviendront-ils à dépasser leur rivalité, pour vaincre Samuel avant qu'il mette ses terribles plans à exécution ?","Date de parution : 15/08/2012 Editeur : Hachette Collection : Black Moon ISBN : 978-2-01-202859-3 EAN : 9782012028593 Présentation : Broché Nb. de pages : 255 pages Poids : 0,315 Kg Dimensions : 13,4 cm × 21,4 cm × 2,2 cm",Livres > Jeunesse > Boutiques éditeurs > Collection Blackmoon > Bit-lit > Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Paranomal Glam' > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Hachette Jeunesse >
,,Journal de Stefan Tome 5 (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/0/9782012031852FS.gif,"[""Livre de Poche Jeunesse (Le)"", ""Le Livre de Poche Jeunesse""]",Paru le : 02/01/2015,L-J Smith,"Kevin Williamson (Scénariste), Julie Plec (Scénariste), Aude Lemoine (Traducteur)",,"Traqué par Samuel, un monstre sanguinaire et enragé, Stefan et Damon sont obligés de se terrer dans les tunnels de Londres pour survivre. La haine de Samuel est insatiable. Rien ne l'arrêtera tant qu'il n'aura pas vengé la mort de Katherine. Vampire impitoyable, Katherine n'hésitait jamais à boire le sang de ses propres amants. Ni à les trahir. Pourquoi Damon et Stefan sont-ils obsédés par l'idée qu'elle ait pu aimer Samuel ? Pourquoi continuent-ils de sentir la caresse de ses lèvres sur les leurs ? Et surtout, lequel des deux frères devra mourir pour que la malédiction se dissipe enfin ?","Date de parution : 02/01/2015 Editeur : Livre de Poche Jeunesse (Le) Collection : Le Livre de Poche Jeunesse ISBN : 978-2-01-203185-2 EAN : 9782012031852 Format : Poche Présentation : Broché Nb. de pages : 255 pages Poids : 0,17 Kg Dimensions : 12,5 cm × 17,8 cm × 1,2 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livre de poche jeunesse >
,,Bilbo le Hobbit (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/0/9782012032941FS.gif,Hachette,Paru le : 07/11/2012,J-R-R Tolkien,Francis Ledoux (Traducteur),,"Bilbo, comme tous les hobbits, est un petit être paisible qui n'aime pas être dérangé quand il est à table. L'aventure lui tombe dessus comme la foudre, quand le magicien Gandalf et treize nains barbus viennent lui parler de trésor, d'expédition périlleuse, et du dragon Smaug... qu'il va affronter. Car Bilbo doit partir avec eux ! Et le plus extraordinaire, c'est que le hobbit affrontera tous les dangers, sans jamais perdre son humour, même s'il tremblera plus d'une fois.","Date de parution : 07/11/2012 Editeur : Hachette ISBN : 978-2-01-203294-1 EAN : 9782012032941 Présentation : Broché Nb. de pages : 512 pages Poids : 0,498 Kg Dimensions : 13,5 cm × 21,5 cm × 3,4 cm",Livres > Jeunesse > Actualité éditoriale > Sélection Bilbo le Hobbit > Livres > Littérature > Livres > Littérature > Actualité éditoriale > La littérature fait son cinéma > Livres > Littérature > Fantastique & Fantasy > Fantastique > Livres > Littérature > Science-fiction & terreur >
,,Lady Susan (Broché),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/0/9782012035331FS.gif,"[""Hachette"", ""Black Moon nouvelles""]",Paru le : 02/05/2013,Jane Austen,Michel Laporte (Traducteur),,"Lady Susan est veuve. Afin d'assurer son avenir, elle voudrait marier sa fille de seize ans à Sir James Martin, un homme riche et stupide. Mais à trente-cinq ans, Susan, brillante manipulatrice, est également une très jolie femme qui en paraît dix de moins. Pourquoi ne pas se chercher, elle aussi, un deuxième époux ? Et les prétendants ne manquent pas. Car Susan s'est forgé une réputation de séductrice sans vergogne, n'hésitant pas à entretenir une relation avec un homme marié tout en courtisant d'autres hommes, plus jeunes qu'elle.","Date de parution : 02/05/2013 Editeur : Hachette Collection : Black Moon nouvelles ISBN : 978-2-01-203533-1 EAN : 9782012035331 Présentation : Broché Nb. de pages : 125 pages Poids : 0,165 Kg Dimensions : 13,5 cm × 21,5 cm × 1,0 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Hachette Jeunesse >
,,Bilbo le hobbit (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/0/9782012039339FS.gif,Hachette,Paru le : 06/11/2013,J-R-R Tolkien,Francis Ledoux (Traducteur),,"Bilbo, comme tous les hobbits, est un petit être paisible qui n'aime pas être dérangé quand il est à table. L'aventure lui tombe dessus comme la foudre, quand le magicien Gandalf et treize nains barbus viennent lui parler de trésor, d'expédition périlleuse, et du dragon Smaug qu'il va affronter. Car Bilbo doit partir avec eux ! Et le plus extraordinaire, c'est que le hobbit affrontera tous les dangers, sans jamais perdre son humour, même s'il tremblera plus d'une fois.","Date de parution : 06/11/2013 Editeur : Hachette ISBN : 978-2-01-203933-9 EAN : 9782012039339 Présentation : Broché Nb. de pages : 503 pages Poids : 0,512 Kg Dimensions : 13,5 cm × 21,5 cm × 3,4 cm",Livres > Jeunesse > Actualité éditoriale > Sélection Bilbo le Hobbit > Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Mondes fantastiques > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Hachette Jeunesse >
,,Belle et Sébastien (Broché),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/0/9782012043060FS.gif,Hachette,Paru le : 09/10/2013,Nicolas Vanier,"Virginie Jouannet , Cécile Aubry",,"Ça se passe là-haut, dans les Alpes. Ça se passe là où la neige est immaculée, là où les chamois coursent les marmottes, là où les sommets tutoient les nuages. Ça se passe dans un village paisible jusqu'à l'arrivée des Allemands. C'est la rencontre d'un enfant solitaire et d'un chien sauvage. C'est l'histoire de Sébastien qui apprivoise Belle. C'est l'aventure d'une amitié indéfectible. C'est le récit extraordinaire d'un enfant débrouillard et attendrissant au coeur de la Seconde Guerre mondiale. C'est l'odyssée d'un petit garçon à la recherche de sa mère, d'un vieil homme à la recherche de son passé, d'un résistant à la recherche de l'amour, d'une jeune femme en quête d'aventures, d'un lieutenant allemand à la recherche du pardon. C'est la vie de Belle et Sébastien...","Date de parution : 09/10/2013 Editeur : Hachette ISBN : 978-2-01-204306-0 EAN : 9782012043060 Présentation : Broché Nb. de pages : 221 pages Poids : 0,296 Kg Dimensions : 13,5 cm × 21,2 cm × 2,0 cm",Livres > Jeunesse > Romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Livres > Jeunesse > Romans ados > Tous nos romans ados > Hachette Jeunesse >
,,Billy Stuart Tome 1 (Broché),Les Zintrépides,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/0/9782012044319FS.gif,"[""Hachette"", ""Junior""]",Paru le : 09/04/2014,"Alain M Bergeron, Sampar",,,"Billy Stuart est un petit raton-laveur qui rêve de suivre les traces de son grand-père Virgile, un aventurier téméraire. Un jour, Billy reçoit une lettre de Virgile. Ce dernier lui annonce qu'il a découvert le moyen de voyager dans le temps et l'invite à venir le saluer avant le grand départ. Billy est abasourdi. Comment son grand-père peut-il avoir trouvé un moyen de voyager dans le temps ? En compagnie de ses amis, les Zintrépides, Billy Stuart se rend au coeur de la forêt des Kanuks, sur les lieux du rendez-vous. Mais Virgile n'est pas là.","Date de parution : 09/04/2014 Editeur : Hachette Collection : Junior ISBN : 978-2-01-204431-9 EAN : 9782012044319 Présentation : Broché Nb. de pages : 157 pages Poids : 0,342 Kg Dimensions : 15,0 cm × 19,0 cm × 1,0 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Autres collections 9-12 ans >
,,Billy Stuart Tome 3 (Broché),La mer aux mille dangers,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/0/9782012044333FS.gif,Hachette,Paru le : 27/08/2014,"Alain M Bergeron, Sampar",,,"Ce qui ne devait être qu'une simple traversée pour Billy Stuart et ses amis s'est rapidement transformé en une véritable odyssée. Les Zintrépides doivent faire preuve de courage pour braver une violente tempête et mille événements dont les conséquences pourraient s'avérer tragiques. Quand le bateau accoste enfin sur une île, tous poussent des cris de joie. Mais cette plage et la forêt luxuriante qui la borde ne sont pas tout à fait le paradis espéré...","Date de parution : 27/08/2014 Editeur : Hachette ISBN : 978-2-01-204433-3 EAN : 9782012044333 Présentation : Broché Nb. de pages : 144 pages Poids : 0,305 Kg Dimensions : 15,1 cm × 19,0 cm × 1,0 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Autres collections 9-12 ans >
,,Billy Stuart Tome 4 (Broché),Dans l'oeil du cyclope,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/0/9782012044340FS.gif,"[""Hachette"", ""Junior""]",Paru le : 27/08/2014,"Alain M Bergeron, Sampar",,,"Après avoir survécu aux attaques de monstres mythiques et failli se faire dévorer par des milliers de crabes, les Zintrépides s'enfoncent dans une forêt vierge où foisonnent les lianes et les buissons de ronces et d'aubépines. Billy et ses amis poursuivent leur quête, tout en espérant que le prochain indice laissé par Virgile Stuart les ramènera à Cavendish. Mais la prudence est de mise, parce que cet endroit inhospitalier abrite bien plus que des insectes géants et des dionées mangeuses de Zintrépides. À la lisière de la forêt tout près de cette plage de sable blanc, quelqu'un les a à l'œil...","Date de parution : 27/08/2014 Editeur : Hachette Collection : Junior ISBN : 978-2-01-204434-0 EAN : 9782012044340 Présentation : Broché Nb. de pages : 160 pages Poids : 0,34 Kg Dimensions : 15,3 cm × 19,0 cm × 1,0 cm",Livres > Jeunesse > Lectures jeunesse 6-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Livres > Jeunesse > Lectures jeunesse 6-12 ans > Romans 9-12 ans > Autres collections 9-12 ans >
,,Oui-Oui danse avec ses amis (Relié),,http://a.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/2/9782012203242FS.gif,Hachette Jeunesse,Paru le : 05/03/2014,Hachette Jeunesse,,,,"Date de parution : 05/03/2014 Editeur : Hachette Jeunesse ISBN : 978-2-01-220324-2 EAN : 9782012203242 Présentation : Relié Nb. de pages : 30 pages Poids : 0,244 Kg Dimensions : 19,5 cm × 22,0 cm × 0,8 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Les héros des 3-6 ans > Oui-Oui >
,,Oui-Oui et le pinceau magique (Relié),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/2/9782012203259FS.gif,"[""Hachette Jeunesse"", ""oui-oui""]",Paru le : 05/03/2014,Hachette Jeunesse,,,,"Date de parution : 05/03/2014 Editeur : Hachette Jeunesse Collection : oui-oui ISBN : 978-2-01-220325-9 EAN : 9782012203259 Présentation : Relié Nb. de pages : 29 pages Poids : 0,246 Kg Dimensions : 19,6 cm × 22,0 cm × 1,0 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Les héros des 3-6 ans > Oui-Oui >
,,Charlotte aux Fraises (Broché),La fête des princesses,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/2/9782012274280FS.gif,"[""Hachette Jeunesse"", ""mes premières histoires""]",Paru le : 23/04/2014,Hachette Jeunesse,,,,"Date de parution : 23/04/2014 Editeur : Hachette Jeunesse Collection : mes premières histoires ISBN : 978-2-01-227428-0 EAN : 9782012274280 Présentation : Broché Nb. de pages : 18 pages Poids : 0,046 Kg Dimensions : 14,6 cm × 15,0 cm × 0,3 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Les héros des 3-6 ans > Charlotte aux fraises >
,,Charlotte aux Fraises (Broché),Le carnaval de Fraisi-Jardin,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/2/9782012274327FS.gif,"[""Hachette Jeunesse"", ""Mes premières histoires""]",Paru le : 23/04/2014,Hachette Jeunesse,,,,"Date de parution : 23/04/2014 Editeur : Hachette Jeunesse Collection : Mes premières histoires ISBN : 978-2-01-227432-7 EAN : 9782012274327 Présentation : Broché Nb. de pages : 18 pages Poids : 0,046 Kg Dimensions : 14,6 cm × 15,0 cm × 0,3 cm",Livres > Jeunesse > Albums 0-6 ans > Livres > Jeunesse > Albums 0-6 ans > Contes & légendes 3-6 ans > Livres > Jeunesse > Albums 0-6 ans > Les héros des 3-6 ans > Charlotte aux fraises >
,,Belle et Sébastien - L'album du film (Relié),,http://b.decitre.di-static.com/media/catalog/product/cache/1/image/200x303/9df78eab33525d08d6e5fb8d27136e95/9/7/8/2/0/1/2/2/9782012274822FS.gif,Hachette Jeunesse,Paru le : 20/11/2013,Nicolas Vanier,"Virginie Jouannet , Cécile Aubry",,"En 1942, Sébastien, un petit garçon très courageux, rencontra Belle, une chienne pourchassée par le village entier. Malgré les dangers, et contre l'avis de tous, Belle et Sébastien devinrent amis, prouvant ainsi que l'amitié est plus la grande des forces...","Date de parution : 20/11/2013 Editeur : Hachette Jeunesse ISBN : 978-2-01-227482-2 EAN : 9782012274822 Format : Album Présentation : Relié Nb. de pages : 32 pages Poids : 0,33 Kg Dimensions : 19,7 cm × 25,5 cm × 0,9 cm",Livres > Jeunesse > Documentaires > Livres > Jeunesse > Documentaires > Arts & spectacles 6-10 ans > Livres > Jeunesse > Documentaires > Arts & spectacles 6-10 ans > Cirque & cinéma > Livres > Jeunesse > Documentaires > Encyclopédies diverses 10ans et plus >
