link_to_book/_text,cover_image/_alt,link_to_book,link_to_book/_title,cover_image
"ME, MUM & MISTERY 3. El cas de l'elefant d'ivori",Detalles del producto,http://www.amazon.es/MUM-MISTERY-cas-lelefant-divori/dp/8468312835/ref=sr_1_62/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-62,"ME, MUM & MISTERY 3. El cas de l'elefant d'ivori",http://ecx.images-amazon.com/images/I/51X3L-fXf-L._AA200_.jpg
Sota el foc de les bales pensaré en tu (Periscopi (catalan)),Detalles del producto,http://www.amazon.es/Sota-bales-pensar%C3%A9-Periscopi-catalan/dp/8468312711/ref=sr_1_63/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-63,Sota el foc de les bales pensaré en tu (Periscopi (catalan)),http://ecx.images-amazon.com/images/I/51zOJT4AWfL._AA200_.jpg
Descubre el mundo de las MARIPOSAS (Libros de conocimientos),Detalles del producto,http://www.amazon.es/Descubre-mundo-MARIPOSAS-Libros-conocimientos/dp/8468307866/ref=sr_1_64/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-64,Descubre el mundo de las MARIPOSAS (Libros de conocimientos),http://ecx.images-amazon.com/images/I/61KtngDoDfL._AA200_.jpg
Descubre el mundo de las hormigas (Libros de conocimientos),Detalles del producto,http://www.amazon.es/Descubre-mundo-hormigas-Libros-conocimientos/dp/8468307882/ref=sr_1_65/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-65,Descubre el mundo de las hormigas (Libros de conocimientos),http://ecx.images-amazon.com/images/I/619T%2BWl9T6L._AA200_.jpg
MÁQUINAS VOLADORAS,Detalles del producto,http://www.amazon.es/M%C3%81QUINAS-VOLADORAS-Nick-Arnold/dp/8468312932/ref=sr_1_66/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-66,MÁQUINAS VOLADORAS,http://ecx.images-amazon.com/images/I/61%2BvurH0ahL._AA200_.jpg
Descubreix el món de les abelles (Libros de conocimientos),Detalles del producto,http://www.amazon.es/Descubreix-m%C3%B3n-abelles-Libros-conocimientos/dp/8468307939/ref=sr_1_67/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-67,Descubreix el món de les abelles (Libros de conocimientos),http://ecx.images-amazon.com/images/I/617BbC0VdfL._AA200_.jpg
Descubreix el món de les PAPALLONES (Libros de conocimientos),Detalles del producto,http://www.amazon.es/Descubreix-m%C3%B3n-PAPALLONES-Libros-conocimientos/dp/8468307904/ref=sr_1_68/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-68,Descubreix el món de les PAPALLONES (Libros de conocimientos),http://ecx.images-amazon.com/images/I/61i8cy7y3oL._AA200_.jpg
Descubre el mundo de las abejas (Libros de conocimientos),Detalles del producto,http://www.amazon.es/Descubre-mundo-abejas-Libros-conocimientos/dp/8468307890/ref=sr_1_69/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-69,Descubre el mundo de las abejas (Libros de conocimientos),http://ecx.images-amazon.com/images/I/6187azniWRL._AA200_.jpg
Descubreix el món de les formigues (Libros de conocimientos),Detalles del producto,http://www.amazon.es/Descubreix-m%C3%B3n-formigues-Libros-conocimientos/dp/8468307920/ref=sr_1_70/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-70,Descubreix el món de les formigues (Libros de conocimientos),http://ecx.images-amazon.com/images/I/61s6hGkmr7L._AA200_.jpg
Descubreix el món de les aranyes (Libros de conocimientos),Detalles del producto,http://www.amazon.es/Descubreix-m%C3%B3n-aranyes-Libros-conocimientos/dp/8468307912/ref=sr_1_71/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-71,Descubreix el món de les aranyes (Libros de conocimientos),http://ecx.images-amazon.com/images/I/61QanEQpDwL._AA200_.jpg
Descubre el mundo de las arañas (Libros de conocimientos),Detalles del producto,http://www.amazon.es/Descubre-mundo-ara%C3%B1as-Libros-conocimientos/dp/8468307874/ref=sr_1_72/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-72,Descubre el mundo de las arañas (Libros de conocimientos),http://ecx.images-amazon.com/images/I/61moAvovEjL._AA200_.jpg
El Libro del Bullying (Tucan rojo),Detalles del producto,http://www.amazon.es/Libro-del-Bullying-Tucan-rojo/dp/8468312770/ref=sr_1_73/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-73,El Libro del Bullying (Tucan rojo),http://ecx.images-amazon.com/images/I/51dszPjDOyL._AA200_.jpg
La vuelta al mundo (Kids),Detalles del producto,http://www.amazon.es/vuelta-al-mundo-Kids/dp/8468309583/ref=sr_1_74/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-74,La vuelta al mundo (Kids),http://ecx.images-amazon.com/images/I/51h09jBpOdL._AA200_.jpg
El misterio CRO (Los detectives HO) (Tucan naranja),Detalles del producto,http://www.amazon.es/misterio-CRO-detectives-Tucan-naranja/dp/8468312673/ref=sr_1_75/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-75,El misterio CRO (Los detectives HO) (Tucan naranja),http://ecx.images-amazon.com/images/I/51LbGkM-AHL._AA200_.jpg
EL MISTERI CRO (Els detectius GO) (TUCA TARONJA),Detalles del producto,http://www.amazon.es/MISTERI-CRO-detectius-TUCA-TARONJA/dp/8468312681/ref=sr_1_76/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-76,EL MISTERI CRO (Els detectius GO) (TUCA TARONJA),http://ecx.images-amazon.com/images/I/51zo4XSsKVL._AA200_.jpg
Aprende a dibujar animales y personajes,Detalles del producto,http://www.amazon.es/Aprende-dibujar-animales-y-personajes/dp/842369934X/ref=sr_1_77/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-77,Aprende a dibujar animales y personajes,http://ecx.images-amazon.com/images/I/61TGYWlBJeL._AA200_.jpg
Aprende a dibujar la selva,Detalles del producto,http://www.amazon.es/Aprende-dibujar-selva-Curto-Mar%C3%ADa/dp/8423657914/ref=sr_1_78/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-78,Aprende a dibujar la selva,http://ecx.images-amazon.com/images/I/61yAr0AbufL._AA200_.jpg
NELE 3: Nele y la fiesta de cumpleaños,Detalles del producto,http://www.amazon.es/NELE-fiesta-cumplea%C3%B1os-Usch-Luhn/dp/8468309168/ref=sr_1_79/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-79,NELE 3: Nele y la fiesta de cumpleaños,http://ecx.images-amazon.com/images/I/513o2iCNiQL._AA200_.jpg
La pandilla Clik 1: EL CASO DEL ROBOT HIPNOTIZADOR,Detalles del producto,http://www.amazon.es/pandilla-Clik-CASO-ROBOT-HIPNOTIZADOR/dp/8468312789/ref=sr_1_80/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-80,La pandilla Clik 1: EL CASO DEL ROBOT HIPNOTIZADOR,http://ecx.images-amazon.com/images/I/615uXhnsmDL._AA200_.jpg
La pandilla Clik 2: EL MISTERIO DE COCODRILO 73,Detalles del producto,http://www.amazon.es/pandilla-Clik-EL-MISTERIO-COCODRILO/dp/8468312797/ref=sr_1_81/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-81,La pandilla Clik 2: EL MISTERIO DE COCODRILO 73,http://ecx.images-amazon.com/images/I/61ZTDl6HArL._AA200_.jpg
Vida y obra de Don Bosco contada a los niños (Vida Contada A Los Niños),Detalles del producto,http://www.amazon.es/Bosco-contada-ni%C3%B1os-Contada-Ni%C3%B1os/dp/846831207X/ref=sr_1_82/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-82,Vida y obra de Don Bosco contada a los niños (Vida Contada A Los Niños),http://ecx.images-amazon.com/images/I/51Pa3h1Rg5L._AA200_.jpg
NELE 2: Nele y la escuela de equitación,Detalles del producto,http://www.amazon.es/NELE-escuela-equitaci%C3%B3n-Luhn-Usch/dp/846830915X/ref=sr_1_83/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-83,NELE 2: Nele y la escuela de equitación,http://ecx.images-amazon.com/images/I/51CUPwTZYaL._AA200_.jpg
9. La porta secreta del Museu del Prado (Los sin miedo),Detalles del producto,http://www.amazon.es/porta-secreta-Museu-Prado-miedo/dp/8468315354/ref=sr_1_84/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-84,9. La porta secreta del Museu del Prado (Los sin miedo),http://ecx.images-amazon.com/images/I/51worfiwYJL._AA200_.jpg
SANADA III: El drac de jade,Detalles del producto,http://www.amazon.es/SANADA-III-El-drac-jade/dp/8468312703/ref=sr_1_85/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-85,SANADA III: El drac de jade,http://ecx.images-amazon.com/images/I/51ZtA5XsJZL._AA200_.jpg
SANADA III: El dragón de jade,Detalles del producto,http://www.amazon.es/SANADA-III-El-drag%C3%B3n-jade/dp/846830946X/ref=sr_1_86/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-86,SANADA III: El dragón de jade,http://ecx.images-amazon.com/images/I/51mEAVUYdLL._AA200_.jpg
"ME, MUM & MISTERY 1. Detectiva per casualitat",Detalles del producto,http://www.amazon.es/MUM-MISTERY-Detectiva-per-casualitat/dp/8468312819/ref=sr_1_87/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-87,"ME, MUM & MISTERY 1. Detectiva per casualitat",http://ecx.images-amazon.com/images/I/61VPyGN4c6L._AA200_.jpg
ERIK VOGLER 2: MUERTE EN EL BALNEARIO,Detalles del producto,http://www.amazon.es/ERIK-VOGLER-MUERTE-EN-BALNEARIO/dp/8468312851/ref=sr_1_88/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-88,ERIK VOGLER 2: MUERTE EN EL BALNEARIO,http://ecx.images-amazon.com/images/I/51e76IdbEJL._AA200_.jpg
El liberespacio (Tucan Verde),Detalles del producto,http://www.amazon.es/liberespacio-Tucan-Frabetti-Nacionalidad-Italiana/dp/846830932X/ref=sr_1_89/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-89,El liberespacio (Tucan Verde),http://ecx.images-amazon.com/images/I/51pmGCEYLfL._AA200_.jpg
"ME, MUM 6 MISTERY 1. Detective por casualidad (ME, MUM & MISTERY)",Detalles del producto,http://www.amazon.es/MUM-MISTERY-Detective-por-casualidad/dp/8468312274/ref=sr_1_90/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-90,"ME, MUM 6 MISTERY 1. Detective por casualidad (ME, MUM & MISTERY)",http://ecx.images-amazon.com/images/I/61qinbbKE0L._AA200_.jpg
Mi primer diccionario KIDS de español-inglés,Detalles del producto,http://www.amazon.es/Mi-primer-diccionario-KIDS-espa%C3%B1ol-ingl%C3%A9s/dp/8468309559/ref=sr_1_91/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-91,Mi primer diccionario KIDS de español-inglés,http://ecx.images-amazon.com/images/I/51FD8XaixWL._AA200_.jpg
"MAYA PAPAYA 3: Maya Papaya, es la última vez que te lo digo",Detalles del producto,http://www.amazon.es/MAYA-PAPAYA-Maya-Papaya-%C3%BAltima/dp/846831224X/ref=sr_1_92/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-92,"MAYA PAPAYA 3: Maya Papaya, es la última vez que te lo digo",http://ecx.images-amazon.com/images/I/51UH0v-utBL._AA200_.jpg
MAYA PAPAYA 1: Maya Papaya y la hoja amarilla,Detalles del producto,http://www.amazon.es/MAYA-PAPAYA-Maya-Papaya-amarilla/dp/8468312215/ref=sr_1_93/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-93,MAYA PAPAYA 1: Maya Papaya y la hoja amarilla,http://ecx.images-amazon.com/images/I/51WAGgzpC%2BL._AA200_.jpg
MAYA PAPAYA 2: Maya Papaya se disfraza,Detalles del producto,http://www.amazon.es/MAYA-PAPAYA-Maya-Papaya-disfraza/dp/8468312231/ref=sr_1_94/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-94,MAYA PAPAYA 2: Maya Papaya se disfraza,http://ecx.images-amazon.com/images/I/51ZJT7EvbVL._AA200_.jpg
LOS SIN MIEDO 10. EL TABLERO DEL FIN DEL MUNDO,Detalles del producto,http://www.amazon.es/LOS-SIN-MIEDO-TABLERO-MUNDO/dp/8468309346/ref=sr_1_95/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-95,LOS SIN MIEDO 10. EL TABLERO DEL FIN DEL MUNDO,http://ecx.images-amazon.com/images/I/51IJp6BV1jL._AA200_.jpg
LOS SIN MIEDO 1: LA CASA DEL FIN DEL MUNDO (novela) + La casa de los esqueletos asustados (obra de teatro) (Sin...,Detalles del producto,http://www.amazon.es/LOS-SIN-MIEDO-esqueletos-Especiales/dp/8468312991/ref=sr_1_96/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-96,LOS SIN MIEDO 1: LA CASA DEL FIN DEL MUNDO (novela) + La casa de los esqueletos asustados (obra de teatro) (Sin Miedo Especiales),http://ecx.images-amazon.com/images/I/516GL8vfXyL._AA200_.jpg
CHARLI DETECTIVE Y SU ROBOT. El enigma de la habitación cerrada (Tucan Naranja),Detalles del producto,http://www.amazon.es/CHARLI-DETECTIVE-habitaci%C3%B3n-cerrada-Naranja/dp/8468309311/ref=sr_1_97/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-97,CHARLI DETECTIVE Y SU ROBOT. El enigma de la habitación cerrada (Tucan Naranja),http://ecx.images-amazon.com/images/I/51DrJP63dxL._AA200_.jpg
Charli detective y su robot: Ojos de Lechuza o Cara de Pescadilla (Tucán naranja),Detalles del producto,http://www.amazon.es/Charli-detective-robot-Lechuza-Pescadilla/dp/8468309257/ref=sr_1_98/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-98,Charli detective y su robot: Ojos de Lechuza o Cara de Pescadilla (Tucán naranja),http://ecx.images-amazon.com/images/I/51LZ9fKdzTL._AA200_.jpg
VERNE FOR CHILDREN: 20.000 llegües de viatge submarí,Detalles del producto,http://www.amazon.es/VERNE-CHILDREN-20-000-lleg%C3%BCes-submar%C3%AD/dp/8468312355/ref=sr_1_99/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-99,VERNE FOR CHILDREN: 20.000 llegües de viatge submarí,http://ecx.images-amazon.com/images/I/51cq2az10TL._AA200_.jpg
VERNE FOR CHILDREN: Viatge al centre de la Terra,Detalles del producto,http://www.amazon.es/VERNE-CHILDREN-Viatge-centre-Terra/dp/8468312363/ref=sr_1_100/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-100,VERNE FOR CHILDREN: Viatge al centre de la Terra,http://ecx.images-amazon.com/images/I/51IUuUYCXoL._AA200_.jpg
VERNE FOR CHILDREN: De la Terra a la Lluna,Detalles del producto,http://www.amazon.es/VERNE-CHILDREN-Terra-Pablo-Zamboni/dp/8468312371/ref=sr_1_101/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-101,VERNE FOR CHILDREN: De la Terra a la Lluna,http://ecx.images-amazon.com/images/I/51HhPprVo9L._AA200_.jpg
AL SUR DE NINGUNA PARTE (Periscópio),Detalles del producto,http://www.amazon.es/AL-SUR-NINGUNA-PARTE-Perisc%C3%B3pio/dp/8468309494/ref=sr_1_102/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-102,AL SUR DE NINGUNA PARTE (Periscópio),http://ecx.images-amazon.com/images/I/41Fsr%2BZ5q0L._AA200_.jpg
EL VUELO DEL BLUE SHADOW (Periscopio),Detalles del producto,http://www.amazon.es/VUELO-DEL-BLUE-SHADOW-Periscopio/dp/8468309524/ref=sr_1_103/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-103,EL VUELO DEL BLUE SHADOW (Periscopio),http://ecx.images-amazon.com/images/I/41R5kiqhagL._AA200_.jpg
LAS DIABLURAS DE SALEM HYDE 1: Un lío de conjuros,Detalles del producto,http://www.amazon.es/LAS-DIABLURAS-SALEM-HYDE-conjuros/dp/8468312924/ref=sr_1_104/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-104,LAS DIABLURAS DE SALEM HYDE 1: Un lío de conjuros,http://ecx.images-amazon.com/images/I/51Ua%2BoXfDlL._AA200_.jpg
MARCIANO GARCÍA & COSMOCHUCHO 7. El artístico ataque del Cocodzilla,Detalles del producto,http://www.amazon.es/MARCIANO-GARC%C3%8DA-COSMOCHUCHO-art%C3%ADstico-Cocodzilla/dp/8468309389/ref=sr_1_105/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-105,MARCIANO GARCÍA & COSMOCHUCHO 7. El artístico ataque del Cocodzilla,http://ecx.images-amazon.com/images/I/51AClDLBVzL._AA200_.jpg
MARCIÀ GARCIA & COSMOQUISSO 7. L'artistic atac del Cocodzilla,Detalles del producto,http://www.amazon.es/MARCI%C3%80-GARCIA-COSMOQUISSO-Lartistic-Cocodzilla/dp/8468309397/ref=sr_1_106/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-106,MARCIÀ GARCIA & COSMOQUISSO 7. L'artistic atac del Cocodzilla,http://ecx.images-amazon.com/images/I/516hmYkECLL._AA200_.jpg
La Odisea contada a los niños (BIBLIOTECA ESCOLAR CLÁSICOS CONTADOS A LOS NIÑOS),Detalles del producto,http://www.amazon.es/contada-BIBLIOTECA-ESCOLAR-CL%C3%81SICOS-CONTADOS-ebook/dp/B00KH58CF8/ref=sr_1_107/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-107,La Odisea contada a los niños (BIBLIOTECA ESCOLAR CLÁSICOS CONTADOS A LOS NIÑOS),"http://ecx.images-amazon.com/images/I/51jCVD7T-NL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
Las aventuras de Alfred y Agatha 6: La carrera de Inglaterra (Las aventuras de Alfred & Agatha),Detalles del producto,http://www.amazon.es/Las-aventuras-Alfred-Agatha-Inglaterra-ebook/dp/B00KH58CXA/ref=sr_1_108/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-108,Las aventuras de Alfred y Agatha 6: La carrera de Inglaterra (Las aventuras de Alfred & Agatha),"http://ecx.images-amazon.com/images/I/514xIsdQvbL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
INSPECTOR CITO Un misterio muy magnético (LOS CASOS DEL INSPECTOR CITO Y SU AYUDANTE CHIN MI EDO),Detalles del producto,http://www.amazon.es/INSPECTOR-misterio-magn%C3%A9tico-CASOS-AYUDANTE-ebook/dp/B00KH58E0Q/ref=sr_1_109/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-109,INSPECTOR CITO Un misterio muy magnético (LOS CASOS DEL INSPECTOR CITO Y SU AYUDANTE CHIN MI EDO),http://ecx.images-amazon.com/images/I/519JxazkUSL._AA200_.jpg
Mi hermano el genio (TUCÁN VERDE),Detalles del producto,http://www.amazon.es/Mi-hermano-genio-TUC%C3%81N-VERDE-ebook/dp/B00KH58ER4/ref=sr_1_110/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-110,Mi hermano el genio (TUCÁN VERDE),"http://ecx.images-amazon.com/images/I/41KJfFY7UvL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
Los días del tigre (Periscopio Nuevo),Detalles del producto,http://www.amazon.es/Los-d%C3%ADas-tigre-Periscopio-Nuevo-ebook/dp/B00KH58DIO/ref=sr_1_111/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-111,Los días del tigre (Periscopio Nuevo),"http://ecx.images-amazon.com/images/I/41V0nI3WEVL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
Georgos (PERISCOPIO),Detalles del producto,http://www.amazon.es/Georgos-PERISCOPIO-Carolina-Lozano-Ruiz-ebook/dp/B00KH58CSU/ref=sr_1_112/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-112,Georgos (PERISCOPIO),"http://ecx.images-amazon.com/images/I/41yrk3mI6oL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
El traje nuevo del Emperador (Cuentos tradicionales para el siglo XXI),Detalles del producto,http://www.amazon.es/traje-nuevo-Emperador-Cuentos-tradicionales-ebook/dp/B00KH58CL2/ref=sr_1_113/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-113,El traje nuevo del Emperador (Cuentos tradicionales para el siglo XXI),"http://ecx.images-amazon.com/images/I/51X7kjLH1xL._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
La elegida de la Diosa (Periscopio Nuevo),Detalles del producto,http://www.amazon.es/elegida-Diosa-Periscopio-Nuevo-ebook/dp/B00KH58ESS/ref=sr_1_114/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-114,La elegida de la Diosa (Periscopio Nuevo),"http://ecx.images-amazon.com/images/I/519NqgPIt7L._SL200_PIsitb-sticker-arrow-dp,TopRight,12,-18_SH30_OU30_AA200_.jpg"
ERIK VOGLER 1: LOS CRÍMENES DEL REY BLANCO (Eric Vogler),Detalles del producto,http://www.amazon.es/ERIK-VOGLER-CR%C3%8DMENES-BLANCO-Vogler/dp/8468312843/ref=sr_1_115/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-115,ERIK VOGLER 1: LOS CRÍMENES DEL REY BLANCO (Eric Vogler),http://ecx.images-amazon.com/images/I/51mj0aKTJ4L._AA200_.jpg
Pat Garret y Billy el Niño nunca tuvieron novia (Tucán verde),Detalles del producto,http://www.amazon.es/Garret-Billy-nunca-tuvieron-novia/dp/8468309222/ref=sr_1_116/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-116,Pat Garret y Billy el Niño nunca tuvieron novia (Tucán verde),http://ecx.images-amazon.com/images/I/51ffZIk-HDL._AA200_.jpg
LA NOCHE QUE TUVE UN MONSTRUO ENCERRADO EN EL ARMARIO (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/NOCHE-MONSTRUO-ENCERRADO-ARMARIO-NARANJA/dp/8423688658/ref=sr_1_117/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-117,LA NOCHE QUE TUVE UN MONSTRUO ENCERRADO EN EL ARMARIO (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/51tH57RconL._AA200_.jpg
Down (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/Down-TUCAN-NARANJA-Alfaya/dp/8423676935/ref=sr_1_118/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-118,Down (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/51n1c0wkIaL._AA200_.jpg
El fantasma de la escuela (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/El-fantasma-escuela-TUC%C3%81N-AZUL/dp/8423675351/ref=sr_1_119/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-119,El fantasma de la escuela (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51PnTppn9sL._AA200_.jpg
Las aventuras de Enrico Müller (Tucan naranja),Detalles del producto,http://www.amazon.es/aventuras-Enrico-M%C3%BCller-Tucan-naranja/dp/846831269X/ref=sr_1_120/278-6311195-3955114?s=books&ie=UTF8&qid=1422595724&sr=1-120,Las aventuras de Enrico Müller (Tucan naranja),http://ecx.images-amazon.com/images/I/51g0ixvrt9L._AA200_.jpg
Y RAPUNZEL SE CORTÓ LA MELENA (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/RAPUNZEL-CORT%C3%93-MELENA-TUCAN-NARANJA/dp/8423678393/ref=sr_1_121/275-3457291-8835944?s=books&ie=UTF8&qid=1422595725&sr=1-121,Y RAPUNZEL SE CORTÓ LA MELENA (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/51yFu95bpbL._AA200_.jpg
SÓLO CUANDO TENGO MIEDO (Tucán Naranja),Detalles del producto,http://www.amazon.es/CUANDO-TENGO-MIEDO-Tuc%C3%A1n-Naranja/dp/842368864X/ref=sr_1_122/275-3457291-8835944?s=books&ie=UTF8&qid=1422595725&sr=1-122,SÓLO CUANDO TENGO MIEDO (Tucán Naranja),http://ecx.images-amazon.com/images/I/51-UBvVckWL._AA200_.jpg
Un Regalo Fantástico (TUCÁN AZUL),Detalles del producto,http://www.amazon.es/Un-Regalo-Fant%C3%A1stico-TUC%C3%81N-AZUL/dp/8423691276/ref=sr_1_123/275-3457291-8835944?s=books&ie=UTF8&qid=1422595725&sr=1-123,Un Regalo Fantástico (TUCÁN AZUL),http://ecx.images-amazon.com/images/I/51HWdIt9b1L._AA200_.jpg
La extraña orquesta (Mis cuentos favoritos Tren azul),Detalles del producto,http://www.amazon.es/extra%C3%B1a-orquesta-cuentos-favoritos-Tren/dp/8468309214/ref=sr_1_124/275-3457291-8835944?s=books&ie=UTF8&qid=1422595725&sr=1-124,La extraña orquesta (Mis cuentos favoritos Tren azul),http://ecx.images-amazon.com/images/I/615DbDZUnPL._AA200_.jpg
Mi vecina es una bruja (TUCAN NARANJA),Detalles del producto,http://www.amazon.es/vecina-una-bruja-TUCAN-NARANJA/dp/8423684806/ref=sr_1_125/275-3457291-8835944?s=books&ie=UTF8&qid=1422595725&sr=1-125,Mi vecina es una bruja (TUCAN NARANJA),http://ecx.images-amazon.com/images/I/510nLg6IcKL._AA200_.jpg
Una rabieta bestial (Mis cuentos favoritos Tren azul),Detalles del producto,http://www.amazon.es/rabieta-bestial-cuentos-favoritos-Tren/dp/8468305723/ref=sr_1_126/275-3457291-8835944?s=books&ie=UTF8&qid=1422595725&sr=1-126,Una rabieta bestial (Mis cuentos favoritos Tren azul),http://ecx.images-amazon.com/images/I/61X-aB0YsUL._AA200_.jpg
El rey que no podía dejar de estornudar (Tucan azul),Detalles del producto,http://www.amazon.es/pod%C3%ADa-dejar-estornudar-Tucan-azul/dp/8468312800/ref=sr_1_127/275-3457291-8835944?s=books&ie=UTF8&qid=1422595725&sr=1-127,El rey que no podía dejar de estornudar (Tucan azul),http://ecx.images-amazon.com/images/I/51Cn6JFmpCL._AA200_.jpg
RINO DETECTIVE 4: LOS MISTERIOS DE ATARDECER,Detalles del producto,http://www.amazon.es/RINO-DETECTIVE-LOS-MISTERIOS-ATARDECER/dp/8468311871/ref=sr_1_128/275-3457291-8835944?s=books&ie=UTF8&qid=1422595725&sr=1-128,RINO DETECTIVE 4: LOS MISTERIOS DE ATARDECER,http://ecx.images-amazon.com/images/I/51XK2tXQ9tL._AA200_.jpg
"2. VÍCTOR I ELS ROMANS, DE MAITE CARRANZA",Detalles del producto,http://www.amazon.es/V%C3%8DCTOR-ELS-ROMANS-MAITE-CARRANZA/dp/8468302015/ref=sr_1_129/275-3457291-8835944?s=books&ie=UTF8&qid=1422595725&sr=1-129,"2. VÍCTOR I ELS ROMANS, DE MAITE CARRANZA",http://ecx.images-amazon.com/images/I/51QQA9KOShL._AA200_.jpg
"1. VÍCTOR I ELS VAMPIRS, DE MAITE CARRANZA",Detalles del producto,http://www.amazon.es/V%C3%8DCTOR-ELS-VAMPIRS-MAITE-CARRANZA/dp/846830199X/ref=sr_1_130/275-3457291-8835944?s=books&ie=UTF8&qid=1422595725&sr=1-130,"1. VÍCTOR I ELS VAMPIRS, DE MAITE CARRANZA",http://ecx.images-amazon.com/images/I/51ojpv9hGlL._AA200_.jpg
