pub_date,link_to_book/_text,link_to_book,author,publisher
21/09/2011,Marie-Lune Tome 4 C'est officiel... je la déteste !,http://www.decitre.fr/livres/marie-lune-tome-4-c-est-officiel-9782749306568.html,"Sylvia Douyé, Yllya",Vents d'Ouest
21/09/2011,Rome et l'empire romain,http://www.decitre.fr/livres/rome-et-l-empire-romain-9782745955074.html,Francis Dieulafait,Milan Jeunesse
21/09/2011,Une vie exemplaire,http://www.decitre.fr/livres/une-vie-exemplaire-9782358510769.html,Floc'h,Hélium
21/09/2011,"Garfield & Cie Tome 9 Attention, chat fantôme !",http://www.decitre.fr/livres/garfield-cie-tome-9-attention-chat-fantome-9782012024434.html,"Jim Davis, Arnaud Huber",Hachette Jeunesse
21/09/2011,Candor,http://www.decitre.fr/livres/candor-9782364740150.html,Pam Bachorz,Thierry Magnier
21/09/2011,La tristesse et la joie,http://www.decitre.fr/livres/la-tristesse-et-la-joie-9782745951809.html,"Brigitte Labbé, Pierre-François Dupont-Beurier",Milan (Editions)
21/09/2011,Mayas Aztèques Incas,http://www.decitre.fr/livres/mayas-azteques-incas-9782745955081.html,Sandrine Mirza,Milan Jeunesse
21/09/2011,L'apprenti d'Araluen Tome 7 La rançon,http://www.decitre.fr/livres/l-apprenti-d-araluen-tome-7-la-rancon-9782012021600.html,John Flanagan,Hachette Jeunesse
21/09/2011,Journal d'un vampire Tome 1 Le réveil,http://www.decitre.fr/livres/journal-d-un-vampire-tome-1-le-reveil-9782012023635.html,L-J Smith,Hachette
21/09/2011,Le Club des Cinq Tome 24 Les cinq mènent l'enquête,http://www.decitre.fr/livres/le-club-des-cinq-tome-24-les-cinq-menent-l-enquete-9782012024106.html,"Claude Voilier, Enid Blyton",Hachette Jeunesse
21/09/2011,Je t'aimerai toujours quoi qu'il arrive,http://www.decitre.fr/livres/je-t-aimerai-toujours-quoi-qu-il-arrive-9782013936248.html,Debi Gliori,Gautier Languereau
21/09/2011,Clochette et la pierre de lune,http://www.decitre.fr/livres/clochette-et-la-pierre-de-lune-9782014639827.html,Disney,Hachette Jeunesse
21/09/2011,Le monde de Violette Tome 3 Violette mène l'enquête,http://www.decitre.fr/livres/le-monde-de-violette-tome-3-violette-mene-l-enquete-9782081230484.html,Anne-Marie Pol,Flammarion
21/09/2011,Nitou l'Indien Tome 13 La hache de guerre,http://www.decitre.fr/livres/nitou-l-indien-tome-13-la-hache-de-guerre-9782081246430.html,"Marc Cantin, Isabel Cantin",Flammarion
21/09/2011,L'archer blanc,http://www.decitre.fr/livres/l-archer-blanc-9782081253797.html,James Houston,Flammarion
21/09/2011,Balles de flipper,http://www.decitre.fr/livres/balles-de-flipper-9782081253803.html,Betsy Byars,Flammarion
21/09/2011,Le lion de Julius,http://www.decitre.fr/livres/le-lion-de-julius-9782081253827.html,Florence Reynaud,Flammarion
21/09/2011,Le carnet rouge,http://www.decitre.fr/livres/le-carnet-rouge-9782203047204.html,Annelise Heurtier,Casterman
21/09/2011,Brise glace,http://www.decitre.fr/livres/brise-glace-9782330000257.html,Jean-Philippe Blondel,Actes Sud Junior
21/09/2011,Le cantique des elfes,http://www.decitre.fr/livres/le-cantique-des-elfes-9782364740136.html,Myriam Chirousse,Thierry Magnier
21/09/2011,"Mayo, ketchup ou lait de soja",http://www.decitre.fr/livres/mayo-ketchup-ou-lait-de-soja-9782364740143.html,Gaia Guasti,Thierry Magnier
21/09/2011,Le vieil homme qui faisait danser les saisons. Pour faire aimer la musique de Vivaldi avec 1 CD audio,http://www.decitre.fr/livres/le-vieil-homme-qui-faisait-danser-les-saisons-9782723484664.html,Marlène Jobert,Glénat
21/09/2011,Les Loups,http://www.decitre.fr/livres/les-loups-9782745952097.html,Stéphanie Ledu,Milan (Editions)
21/09/2011,Le bricolage,http://www.decitre.fr/livres/le-bricolage-9782745952103.html,Stéphanie Ledu,Milan (Editions)
21/09/2011,Le commando des Pièces-à-Trou,http://www.decitre.fr/livres/le-commando-des-pieces-a-trou-9782745954930.html,Pierre Coran,Milan (Editions)
21/09/2011,Les animaux du monde,http://www.decitre.fr/livres/les-animaux-du-monde-9782753019188.html,Piccolia,Piccolia
21/09/2011,Bric-à-brac,http://www.decitre.fr/livres/bric-a-brac-9782812602412.html,Jean Gourounas,Rouergue
21/09/2011,Les Sisters Tome 1 Un air de famille - avec 1 Jeu,http://www.decitre.fr/livres/les-sisters-tome-1-un-air-de-famille-9782818907559.html,"Christophe Cazenove, William",Bamboo
20/09/2011,Jeanne d'Arc racontée aux Enfants avec 1 CD audio,http://www.decitre.fr/livres/jeanne-d-arc-racontee-aux-enfants-9782353660834.html,Raphaël Dargent,Eveil et découvertes
20/09/2011,Dans la cuisine d'Amandine,http://www.decitre.fr/livres/dans-la-cuisine-d-amandine-9782359650372.html,"Bénédicte Carboneill, Julien Monier",Les petites vagues
20/09/2011,Au Futuroscope,http://www.decitre.fr/livres/au-futuroscope-9782918194163.html,Laurent Audouin,Les p'tits bérets
20/09/2011,As-tu vu le lion ?,http://www.decitre.fr/livres/as-tu-vu-le-lion-9788498712704.html,Armando Quintero,OQO Editions
20/09/2011,Le chasseur et la baleine,http://www.decitre.fr/livres/le-chasseur-et-la-baleine-9788498712711.html,"Paloma Sanchez Ibarzabal, Iban Barrenetxea",OQO Editions
20/09/2011,La maison de ma grand-mère,http://www.decitre.fr/livres/la-maison-de-ma-grand-mere-9788498712728.html,"Pep Bruno, Matteo Gubellini",OQO Editions
20/09/2011,Toujours avec moi,http://www.decitre.fr/livres/toujours-avec-moi-9788896023198.html,"Laura Brugnoli, Cristina Amodeo",Passepartout
20/09/2011,"Aliénor, la princesse qui voulait devenir chevalier",http://www.decitre.fr/livres/alienor-la-princesse-qui-voulait-devenir-chevalier-9791090196049.html,"Nancy Guilbert, Elodie Fraysse",P'tits Totems (Les)
20/09/2011,En voyage à Paris,http://www.decitre.fr/livres/en-voyage-a-paris-9782918194125.html,Laurent Audouin,Les p'tits bérets
20/09/2011,Ma classe de A à Z,http://www.decitre.fr/livres/ma-classe-de-a-a-z-9782918194118.html,"Mayana Itoïz, Coralie Saudo",Les p'tits bérets
19/09/2011,Mes cinq premières histoires de chevaux,http://www.decitre.fr/livres/mes-cinq-premieres-histoires-de-chevaux-9782244494296.html,Lito,Lito
19/09/2011,Mes cinq premières histoires de copines,http://www.decitre.fr/livres/mes-cinq-premieres-histoires-de-copines-9782244494302.html,"Kochka, Séverine Cordier",Lito
19/09/2011,Les gommettes des bébés (jaune). 60 gommettes autocollantes,http://www.decitre.fr/livres/les-gommettes-des-bebes-jaune-9782244063119.html,Bérengère Motuelle,Lito
19/09/2011,L'école. Dès 4 ans,http://www.decitre.fr/livres/l-ecole-9782244275253.html,Isabelle Jacqué,Lito
19/09/2011,Bloc jeux Toto dès 7 ans,http://www.decitre.fr/livres/bloc-jeux-toto-des-7-ans-9782244880433.html,Yann Autret,Lito
19/09/2011,Les gommettes des bébés (rouge). 60 gommettes autocollantes,http://www.decitre.fr/livres/les-gommettes-des-bebes-rouge-9782244063126.html,Bérengère Motuelle,Lito
18/09/2011,Les Mystères de la Nintérieure Tome 3 Le Namour de la Nalsace,http://www.decitre.fr/livres/les-mysteres-de-la-ninterieure-tome-3-le-namour-de-la-nalsace-9782359650440.html,Roland Perret,Les petites vagues
18/09/2011,La vie d'un guerrier gaulois. La fin de l'indépendance : 80-33 av. J.-C.,http://www.decitre.fr/livres/la-vie-d-un-guerrier-gaulois-9782917582213.html,"Ludovic Moignet, Yann Kervran",Calleva
17/09/2011,"Catherine Kousmine, une détective dans nos assiettes",http://www.decitre.fr/livres/catherine-kousmine-une-detective-dans-nos-assiettes-9782919372027.html,"Jacqueline Aymeries, Julia Perrin",A Dos d'Ane (Editions)
17/09/2011,"Marguerite Yourcenar, l'académicienne aux semelles de vent",http://www.decitre.fr/livres/marguerite-yourcenar-l-academicienne-aux-semelles-de-vent-9782919372034.html,"Achmy Halley, Tanguy Dohollau",A Dos d'Ane (Editions)
17/09/2011,"Georges Méliès, le magicien du cinéma",http://www.decitre.fr/livres/georges-melies-le-magicien-du-cinema-9782919372041.html,"Zéno Bianu, Julia Perrin",A Dos d'Ane (Editions)
16/09/2011,Histoires du soir,http://www.decitre.fr/livres/histoires-du-soir-9782215098294.html,"Charlotte Grossetête, Sophie de Mullenheim, Ghislaine Biondi, Patrick Morize",Fleurus
16/09/2011,Les princesses,http://www.decitre.fr/livres/les-princesses-9782215102892.html,Marion Cocklico,Fleurus
16/09/2011,La ferme,http://www.decitre.fr/livres/la-ferme-9782215102908.html,Isabelle Nicolle,Fleurus
16/09/2011,Mes lunettes de star à décorer. Dès 4 ans,http://www.decitre.fr/livres/mes-lunettes-de-star-a-decorer-9782215110347.html,Yrgane Ramon,Fleurus
16/09/2011,Mes masques de héros à décorer. Dès 4 ans,http://www.decitre.fr/livres/mes-masques-de-heros-a-decorer-9782215110354.html,Caroline Hüe,Fleurus
16/09/2011,Les engins de chantier,http://www.decitre.fr/livres/les-engins-de-chantier-9782215110552.html,Isabelle Jacqué,Fleurus
16/09/2011,Le marché,http://www.decitre.fr/livres/le-marche-9782215110569.html,Malorie Laisne,Fleurus
16/09/2011,Découvrons la Parole. Année B,http://www.decitre.fr/livres/decouvrons-la-parole-9782710504948.html,Yolande Besida,Tardy
16/09/2011,La fabuleuse histoire des bateaux,http://www.decitre.fr/livres/la-fabuleuse-histoire-des-bateaux-9782753018563.html,"Gaby Goldsack, Lee Montgomery, Anthony Williams",Piccolia
16/09/2011,Rien ne vaut les câlins,http://www.decitre.fr/livres/rien-ne-vaut-les-calins-9782753018822.html,"Vicki Churchill, Charles Fuge",Piccolia
16/09/2011,Gédéon le herisson,http://www.decitre.fr/livres/gedeon-le-herisson-9782753018853.html,"Amy Sparkes, Benji Davies",Piccolia
16/09/2011,Les lapins,http://www.decitre.fr/livres/les-lapins-9782895793724.html,"Kelley MacAulay, Bobbie Kalman",Banjo Editions/Bayard Canada
16/09/2011,Je chante Dieu toute l'année avec 1 CD audio,http://www.decitre.fr/livres/je-chante-dieu-toute-l-annee-9782916350905.html,Jean-François Kieffer,Edifa-Mame
16/09/2011,La ferme,http://www.decitre.fr/livres/la-ferme-9782215106777.html,Emmanuelle Lepetit,Fleurus
16/09/2011,Histoires de princesses et de chevaliers,http://www.decitre.fr/livres/histoires-de-princesses-et-de-chevaliers-9782215098287.html,"Sophie de Mullenheim, Béatrice Boutignon, Charlotte Grossetête, Stéphanie Ronzon",Fleurus
16/09/2011,Coloriages de la messe,http://www.decitre.fr/livres/coloriages-de-la-messe-9782362360084.html,Maïte Roche,Edifa-Mame
16/09/2011,Les pompiers,http://www.decitre.fr/livres/les-pompiers-9782215110330.html,Philippe Legendre,Fleurus
16/09/2011,Les singes,http://www.decitre.fr/livres/les-singes-9782753018761.html,Piccolia,Piccolia
16/09/2011,The Midnight Library Tome 11 Rêves hantés,http://www.decitre.fr/livres/the-midnight-library-tome-11-reves-hantes-9782092527412.html,"Nick Shadow, Allan Frewin Jones",Nathan
16/09/2011,L'enfant et la forêt,http://www.decitre.fr/livres/l-enfant-et-la-foret-9782092535691.html,Jean-Côme Noguès,Nathan
16/09/2011,Percevan Tome 14 Les marches d'Eliandysse,http://www.decitre.fr/livres/percevan-tome-14-les-marches-d-eliandysse-9782205061130.html,"Léturgie, Luguy",Dargaud
16/09/2011,Les dinosaures,http://www.decitre.fr/livres/les-dinosaures-9782215106753.html,"Jacques Beaumont, Emmanuelle Lepetit",Fleurus
15/09/2011,Dans le ventre de papa,http://www.decitre.fr/livres/dans-le-ventre-de-papa-9782211204590.html,"Carl Norac, Alain Grousset, Magali Bardos",Ecole des Loisirs (L')
15/09/2011,Attends-moi !,http://www.decitre.fr/livres/attends-moi-9782211205542.html,Stephanie Blake,Ecole des Loisirs (L')
15/09/2011,Suzie la chipie Tome 27 Le plus beau des cadeaux,http://www.decitre.fr/livres/suzie-la-chipie-tome-27-le-plus-beau-des-cadeaux-9782266192972.html,Barbara Park,Pocket Jeunesse
15/09/2011,Vamps Tome 3 Ange ou vampire,http://www.decitre.fr/livres/vamps-tome-3-ange-ou-vampire-9782266196611.html,Nancy A Collins,Pocket Jeunesse
15/09/2011,"Le petit bricoleur. Amuse-toi bien, mais sois prudent !",http://www.decitre.fr/livres/le-petit-bricoleur-9782359101980.html,Ankama Editions,Ankama jeunesse
15/09/2011,Des histoires d'animaux,http://www.decitre.fr/livres/des-histoires-d-animaux-9782360800353.html,"Claude Aveline, Claire Hannicq",Baron perché (Le)
15/09/2011,La grande dame et le petit monsieur,http://www.decitre.fr/livres/la-grande-dame-et-le-petit-monsieur-9782362211102.html,"Sandrine Lévy, Sandrine Lhomme",Mic Mac (Editions)
15/09/2011,Enquête au Zoo Alphabeto,http://www.decitre.fr/livres/enquete-au-zoo-alphabeto-9782362211140.html,"Virginie Hanna, Mélanie Grandgirard",Mic Mac (Editions)
15/09/2011,Une histoire un peu approximative de France,http://www.decitre.fr/livres/une-histoire-un-peu-approximative-de-france-9782363250131.html,"Gudule, Maaki Vaasa",Gargantua (Editions)
15/09/2011,Bang on the door. Activités autocollants Grouvy Chick,http://www.decitre.fr/livres/bang-on-the-door-9782364390096.html,"Nina Filipek, Paul Dronsfield",Sky Comm Jeunesse
15/09/2011,Groovy chick. Autocollants groovy,http://www.decitre.fr/livres/groovy-chick-9782364390102.html,Sky Comm Jeunesse,Sky Comm (Editions)
15/09/2011,Le livre de mes copines. Plus de 50 autocollants,http://www.decitre.fr/livres/le-livre-de-mes-copines-9782364390119.html,Sky Comm Jeunesse,Sky Comm (Editions)
15/09/2011,Eden Couleurs,http://www.decitre.fr/livres/eden-couleurs-9782700031232.html,Zuza Vrbova,Gründ
15/09/2011,Piti l'escargot contre Super Bourdon,http://www.decitre.fr/livres/piti-l-escargot-contre-super-bourdon-9782733817612.html,Sandrine Lhomme,Auzou (Editions)
15/09/2011,Abécédaire des saints,http://www.decitre.fr/livres/abecedaire-des-saints-9782747036221.html,"Virginie Aladjidi, Caroline Pellissier",Bayard Jeunesse
15/09/2011,Doudou et moi.... Mon livre-doudou pour aller au dodo !,http://www.decitre.fr/livres/doudou-et-moi-9782831100340.html,Emile Jadoul,Nord-Sud
15/09/2011,Coucou les bébés animaux !. Mon livre-tissu cache-cache,http://www.decitre.fr/livres/coucou-les-bebes-animaux-mon-livre-tissu-cache-cache-9782831100357.html,Natascha Rosenberg,Nord-Sud
15/09/2011,Z'animaux bizArt,http://www.decitre.fr/livres/z-animaux-bizart-9782844551740.html,"Yves Dauteuille, Eric Battut",Elan vert (L')
15/09/2011,"Omotou, guerrier masaï. Ousmane Sow",http://www.decitre.fr/livres/omotou-guerrier-masai-9782844551986.html,"Michel Piquemal, Bruno Pilorget",Elan vert (L')
15/09/2011,La Grèce antique,http://www.decitre.fr/livres/la-grece-antique-9782070637089.html,Anne Pearson,Gallimard jeunesse
15/09/2011,Au pays des pierres de lune,http://www.decitre.fr/livres/au-pays-des-pierres-de-lune-9782211205610.html,Tania Sollogoub,Ecole des Loisirs (L')
15/09/2011,Les giboulées de Mam'zelle Suzon,http://www.decitre.fr/livres/les-giboulees-de-mam-zelle-suzon-9782874261435.html,Léna Mariel,Alice Jeunesse
15/09/2011,Amina subit le racisme,http://www.decitre.fr/livres/amina-subit-le-racisme-9782895129370.html,"Sophie Martel, Louise Catherine Bergeron",Dominique et Compagnie
15/09/2011,Le rêve de Djak,http://www.decitre.fr/livres/le-reve-de-djak-9782923342108.html,Pascal Elie,La Bagnole
15/09/2011,Djak à la mer,http://www.decitre.fr/livres/djak-a-la-mer-9782923342115.html,Pascal Elie,La Bagnole
15/09/2011,Djak au cirque,http://www.decitre.fr/livres/djak-au-cirque-9782923342238.html,Pascal Elie,La Bagnole
15/09/2011,Croc-Blanc,http://www.decitre.fr/livres/croc-blanc-9782733818282.html,"Antoine Guilloppé, Arsène Lutin",Auzou (Editions)
15/09/2011,Frida et Diego. Au pays des squelettes,http://www.decitre.fr/livres/frida-et-diego-9782021044300.html,Fabian Negrin,Seuil Jeunesse
15/09/2011,Ishango Tome 3 L'armée des ombres blanches,http://www.decitre.fr/livres/ishango-tome-3-l-armee-des-ombres-blanches-9782092529669.html,Patrick Delperdange,Nathan
15/09/2011,Les oiseaux de l'espoir,http://www.decitre.fr/livres/les-oiseaux-de-l-espoir-9782354131388.html,Judith Loske,Minedition
15/09/2011,Personne ne bouge,http://www.decitre.fr/livres/personne-ne-bouge-9782211205634.html,Olivier Adam,Ecole des Loisirs (L')
15/09/2011,Le miroir mou des Bolkodaz,http://www.decitre.fr/livres/le-miroir-mou-des-bolkodaz-9782211205627.html,"Fabienne Mounier, Daniel Hénon",Ecole des Loisirs (L')
15/09/2011,L'araignée est une fine mouche. 4 enquêtes piquantes de Super Spider,http://www.decitre.fr/livres/l-araignee-est-une-fine-mouche-9782092532751.html,Emmanuel Trédez,Nathan
15/09/2011,Emile et Léonie. Une aventure sous la Commune,http://www.decitre.fr/livres/emile-et-leonie-9782841099023.html,Jean-Noël Manthe,Temps des Cerises (Le)
15/09/2011,"Yves Coppens raconte nos ancêtres. Tome 3, L'éveil de l'homme au sacré",http://www.decitre.fr/livres/yves-coppens-raconte-nos-ancetres-9782738126689.html,Yves Coppens,Odile Jacob (Editions)
15/09/2011,SamSam regarde trop la télé,http://www.decitre.fr/livres/samsam-regarde-trop-la-tele-9782747035231.html,Gwénaëlle Boulet,Bayard Jeunesse
15/09/2011,Le chat qui avait peur des ombres,http://www.decitre.fr/livres/le-chat-qui-avait-peur-des-ombres-9782362211096.html,"Rozenn, Xavier Collette",Mic Mac (Editions)
15/09/2011,Le livre surprise des déguisements,http://www.decitre.fr/livres/le-livre-surprise-des-deguisements-9782070641796.html,"Jeanne Willis, Tony Ross",Gallimard-Jeunesse
15/09/2011,Les nuits d'Ismaël,http://www.decitre.fr/livres/les-nuits-d-ismael-9782211204828.html,Marie Chartres,Ecole des Loisirs (L')
15/09/2011,Les mammifères. L'histoire des animaux en bandes dessinées,http://www.decitre.fr/livres/les-mammiferes-9782738125804.html,Renato Massa,Odile Jacob (Editions)
15/09/2011,Les oiseaux. L'histoire des animaux en bandes dessinées,http://www.decitre.fr/livres/les-oiseaux-9782738125811.html,Renato Massa,Odile Jacob (Editions)
15/09/2011,Les Gardiens de Ga'Hoole Tome 15 La guerre,http://www.decitre.fr/livres/les-gardiens-de-ga-hoole-tome-15-la-guerre-9782266194723.html,Kathryn Lasky,Pocket Jeunesse
15/09/2011,Les chiots magiques Tome 12 Des vacances de rêves,http://www.decitre.fr/livres/les-chiots-magiques-tome-12-des-vacances-de-reves-9782266210706.html,Sue Bentley,Pocket Jeunesse
15/09/2011,Les Petits Vétérinaires Tome 7 Une leçon de courage,http://www.decitre.fr/livres/les-petits-veterinaires-tome-7-une-lecon-de-courage-9782266219174.html,Laurie Halse Anderson,Pocket Jeunesse
15/09/2011,100% magicien,http://www.decitre.fr/livres/100-magicien-9782747038782.html,"Sébastien Mossière, Bruno Muscat",Bayard Jeunesse
15/09/2011,"La revue des livres pour enfants N° 260, Septembre 20 Spécial Spirou",http://www.decitre.fr/revues/la-revue-des-livres-pour-enfants-n-260-septembre-2011-special-spirou-9782354940355.html,"Olivier Piffault, Bertrand Pissavy-Yvernault, Christelle Pissavy-Yvernault, Philippe Capart",La Joie par les livres
15/09/2011,J'ai peur du loup,http://www.decitre.fr/livres/j-ai-peur-du-loup-9782844551979.html,Catherine Leblanc,Elan vert (L')
15/09/2011,Seul contre tous,http://www.decitre.fr/livres/seul-contre-tous-9782092528198.html,Hubert Ben Kemoun,Nathan
15/09/2011,Les instruments de musique du monde. Expliqués aux enfants,http://www.decitre.fr/livres/les-instruments-de-musique-du-monde-9782732443522.html,"Sylvie Bednar, Lise Herzog",De La Martinière Jeunesse
15/09/2011,De fil en aiguilles,http://www.decitre.fr/livres/de-fil-en-aiguilles-9782354131371.html,"Sylvia Van Ommen, Géraldine Elschner",Minedition
15/09/2011,Miss Frizz Tome 4 Glace d'été,http://www.decitre.fr/livres/miss-frizz-tome-4-glace-d-ete-9782747030779.html,Lia Celi,Bayard Jeunesse
15/09/2011,La princesse qui révait tout le temps. Et autres contes de fées,http://www.decitre.fr/livres/la-princesse-qui-revait-tout-le-temps-9782362211126.html,Gudule,Mic Mac (Editions)
15/09/2011,Timo au parc,http://www.decitre.fr/livres/timo-au-parc-9782070639069.html,"Emilie Gillet, Cyril Entzmann",Gallimard-Jeunesse
15/09/2011,Timo à la montagne,http://www.decitre.fr/livres/timo-a-la-montagne-9782070641369.html,Emilie Gillet,Gallimard jeunesse
15/09/2011,"Zénobie, la fiancée du désert",http://www.decitre.fr/livres/zenobie-la-fiancee-du-desert-9782211205955.html,Marie Goudot,Ecole des Loisirs (L')
15/09/2011,Le bison,http://www.decitre.fr/livres/le-bison-9782211208048.html,Catharina Valckx,Ecole des Loisirs (L')
15/09/2011,Eon et le douzième dragon,http://www.decitre.fr/livres/eon-et-le-douzieme-dragon-9782070623051.html,Alison Goodman,Gallimard jeunesse
15/09/2011,Eona et les collier des dieux,http://www.decitre.fr/livres/eona-et-les-collier-des-dieux-9782070623068.html,Alison Goodman,Gallimard jeunesse
15/09/2011,Le plus malin,http://www.decitre.fr/livres/le-plus-malin-9782211203890.html,Mario Ramos,Ecole des Loisirs (L')
15/09/2011,Léviathan Tome 2 Béhémoth,http://www.decitre.fr/livres/leviathan-tome-2-behemoth-9782266194174.html,Scott Westerfeld,Pocket Jeunesse
15/09/2011,Le rêve d'une petite chenille,http://www.decitre.fr/livres/le-reve-d-une-petite-chenille-9782324000140.html,"Sheridan Cain, Jack Tickle",Gründ
15/09/2011,Crise,http://www.decitre.fr/livres/crise-9782361070113.html,Kathy Reichs,Oh ! Editions
15/09/2011,Ti'Train,http://www.decitre.fr/livres/ti-train-9782362211119.html,"Watty Piper, Loren Long",Mic Mac (Editions)
15/09/2011,Le jardin des animaux zinzins,http://www.decitre.fr/livres/le-jardin-des-animaux-zinzins-9782362211133.html,"Virginie Hanna, Amandine Piu",Mic Mac (Editions)
15/09/2011,Ma super Boîte à histoires. Coffret 8 volumes,http://www.decitre.fr/livres/ma-super-boite-a-histoires-9782732443492.html,Susie Morgenstern,De La Martinière Jeunesse
15/09/2011,Mes petites histoires d'animaux,http://www.decitre.fr/livres/mes-petites-histoires-d-animaux-9782733817827.html,Auzou,Auzou (Editions)
15/09/2011,Des soucis à l'école !,http://www.decitre.fr/livres/des-soucis-a-l-ecole-9782747036085.html,"Stéphanie Duval, Marylise Morel",Bayard Jeunesse
15/09/2011,Fooot ! Tome 30 Les rebelles,http://www.decitre.fr/livres/fooot-tome-30-les-rebelles-9782747037099.html,Patrick Bruno,Bayard Jeunesse
15/09/2011,Tant que nous n'aurons pas de visage,http://www.decitre.fr/livres/tant-que-nous-n-aurons-pas-de-visage-9782843376177.html,C-S Lewis,Belle colère (La)
15/09/2011,Tant que nous n'aurons pas de visage,http://www.decitre.fr/livres/tant-que-nous-n-aurons-pas-de-visage-9782843376221.html,C-S Lewis,Belle colère (La)
15/09/2011,Les cerfs-volants,http://www.decitre.fr/livres/les-cerfs-volants-9782844551993.html,Lucie Albon,Elan vert (L')
15/09/2011,Akoumi le maladroit,http://www.decitre.fr/livres/akoumi-le-maladroit-9782874261442.html,François Faucon,Alice
15/09/2011,Chroniques d'une sorcière d'aujourd'hui Tome 2 Alicia,http://www.decitre.fr/livres/chroniques-d-une-sorciere-d-aujourd-hui-tome-2-alicia-9782894354896.html,Angèle Delaunois,Michel Quintin
15/09/2011,L'elfe de lune Tome 8 Le palais des brumes,http://www.decitre.fr/livres/l-elfe-de-lune-tome-8-le-palais-des-brumes-9782894355251.html,Elodie Tirel,Michel Quintin
14/09/2011,Foot 2 Rue Tome 34 La relève,http://www.decitre.fr/livres/foot-2-rue-tome-34-la-releve-9782012023246.html,Michel Leydier,Hachette Jeunesse
14/09/2011,Mon ami Baloo,http://www.decitre.fr/livres/mon-ami-baloo-9782014638431.html,Disney,Hachette Jeunesse
14/09/2011,Les Aristochats. Mon amie Marie,http://www.decitre.fr/livres/les-aristochats-9782014638448.html,Disney,Hachette Jeunesse
14/09/2011,Mon ami Martin,http://www.decitre.fr/livres/mon-ami-martin-9782014638455.html,Disney,Hachette
14/09/2011,Blanche Neige et les Sept Nains. Mon amie Blanche-Neige,http://www.decitre.fr/livres/blanche-neige-et-les-sept-nains-9782014638462.html,Disney,Hachette Jeunesse
14/09/2011,Summertimes blues,http://www.decitre.fr/livres/summertimes-blues-9782081263734.html,Emmanuel Bourdier,Flammarion
14/09/2011,Le club des chevaux magiques Pack 2 volumes Les roses bleues de la licorne ; Les Amazones du ciel,http://www.decitre.fr/livres/le-club-des-chevaux-magiques-pack-2-volumes-les-roses-bleues-de-la-licorne-les-amazones-du-ciel-9782324000904.html,Loïc Léo,Gründ
14/09/2011,Regarde avec moi,http://www.decitre.fr/livres/regarde-avec-moi-9782358510691.html,DwellStudio,Hélium
14/09/2011,Compte avec moi,http://www.decitre.fr/livres/compte-avec-moi-9782358510707.html,Hélium,Hélium
14/09/2011,Dear George Clooney. Tu veux pas épouser ma mère ?,http://www.decitre.fr/livres/dear-george-clooney-9782358510790.html,Susin Nielsen,Hélium
14/09/2011,Mystère Mystère Tome 9 La plus grosse pépite du monde,http://www.decitre.fr/livres/mystere-mystere-tome-9-la-plus-grosse-pepite-du-monde-9782700237818.html,Ron Roy,Rageot
14/09/2011,Le secret des dauphins,http://www.decitre.fr/livres/le-secret-des-dauphins-9782700238075.html,Lou Peadoby,Rageot
14/09/2011,Jouets,http://www.decitre.fr/livres/jouets-9782711858361.html,Jack Garnier,RMN
14/09/2011,Contes de Croatie,http://www.decitre.fr/livres/contes-de-croatie-9782742799275.html,"Axelle Hutchings, Vlatka Valentic",Actes Sud Junior
14/09/2011,"Le monde délirant d'Ally Tome 5 Garçons, frangins et dans du ventre",http://www.decitre.fr/livres/le-monde-delirant-d-ally-tome-5-garcons-frangins-et-dans-du-ventre-9782745954800.html,Karen McCombie,Milan (Editions)
14/09/2011,Blue cerises Tome 1 L'ange des toits,http://www.decitre.fr/livres/blue-cerises-tome-1-l-ange-des-toits-9782745955029.html,"Sigrid Baffert, Jean-Michel Payet, Maryvonne Rippert, Cécile Roumiguière",Milan (Editions)
14/09/2011,Ma grand-mère chante le blues,http://www.decitre.fr/livres/ma-grand-mere-chante-le-blues-9782812601989.html,"Simon Martin, Bertrand Dubois",Rouergue
14/09/2011,Le rire des baleines,http://www.decitre.fr/livres/le-rire-des-baleines-9782812602559.html,Rachel Corenblit,Rouergue
14/09/2011,Aanimaux,http://www.decitre.fr/livres/aanimaux-9789037481204.html,Ballon,Ballon
14/09/2011,Fashion Studio (rose). Dessiner et colorier,http://www.decitre.fr/livres/fashion-studio-rose-9789037481389.html,Ballon,Ballon
14/09/2011,Fashion studio. Réalise tes propres créations,http://www.decitre.fr/livres/fashion-studio-9789037481402.html,Ballon,Ballon
14/09/2011,Attention les yeux !,http://www.decitre.fr/livres/attention-les-yeux-9782203039841.html,"Jules Mathurin, Giampiero Caiti",Casterman
14/09/2011,Le faire ou mourir,http://www.decitre.fr/livres/le-faire-ou-mourir-9782812602580.html,Claire-Lise Marguier,Rouergue
14/09/2011,L'ABC des filles. Le guide 2012,http://www.decitre.fr/livres/l-abc-des-filles-9782012271234.html,"Emmanuelle Lepetit, Annaïck Fontvielle, Carole Prieur, Marie-Emile Colle",Hachette Jeunesse
14/09/2011,A la rencontre,http://www.decitre.fr/livres/a-la-rencontre-9782278064892.html,Claudine Morel,Didier Jeunesse
14/09/2011,Dire non à la violence,http://www.decitre.fr/livres/dire-non-a-la-violence-9782745948915.html,Emmanuel Vaillant,Milan (Editions)
